Date,3MINDIA_price,ADANIPORTS_price,ADANIPOWER_price,AEGISCHEM_price,ALLCARGO_price,AMARAJABAT_price,ANANTRAJ_price,APOLLOTYRE_price,ASAHIINDIA_price,ASHOKLEY_price,ASHOKA_price,ASIANPAINT_price,AUTOAXLES_price,AXISBANK_price,BAJAJ-AUTO_price,BAJAJCON_price,BAJAJELEC_price,BAJFINANCE_price,BAJAJFINSV_price,BAJAJHLDNG_price,BALKRISIND_price,BALMLAWRIE_price,BALRAMCHIN_price,BANKBARODA_price,BEL_price,BHARATFORG_price,BPCL_price,BHARTIARTL_price,BLUEDART_price,BRIGADE_price,BRITANNIA_price,CANFINHOME_price,CANBK_price,CGCL_price,CCL_price,CEATLTD_price,CENTRALBK_price,CESC_price,CGPOWER_price,CHENNPETRO_price,CHOLAFIN_price,CUB_price,COALINDIA_price,COFORGE_price,CONCOR_price,COSMOFIRST_price,CRISIL_price,DBREALTY_price,DCMSHRIRAM_price,DCBBANK_price,DLF_price,EDELWEISS_price,ELECON_price,EMAMILTD_price,ENGINERSIN_price,ESCORTS_price,EPL_price,EVEREADY_price,EXIDEIND_price,FSL_price,GAIL_price,GEPIL_price,GET&D_price,GHCL_price,GLOBUSSPR_price,GMRINFRA_price,GODFRYPHLP_price,GODREJCP_price,GODREJPROP_price,GOKEX_price,GRAPHITE_price,GRASIM_price,GESHIP_price,GREENPLY_price,GRINDWELL_price,GTLINFRA_price,GPPL_price,GSPL_price,GOCLCORP_price,HAVELLS_price,HBLPOWER_price,HCLTECH_price,HDFCBANK_price,HEROMOTOCO_price,HFCL_price,HGS_price,HCC_price,HINDPETRO_price,HINDUNILVR_price,HONAUT_price,HDIL_price,ICICIBANK_price,IDBI_price,IDEA_price,IFCI_price,IIFL_price,IBREALEST_price,DHANI_price,INDIANB_price,IOC_price,IOB_price,ICIL_price,IGL_price,INDUSINDBK_price,IRB_price,ITC_price,JKIL_price,JISLJALEQS_price,JPASSOCIAT_price,JPPOWER_price,J&KBANK_price,JBMA_price,JINDALPOLY_price,JINDALSTEL_price,JKTYRE_price,JMFINANCIL_price,JSWENERGY_price,JSWHL_price,JSWSTEEL_price,JUBLFOOD_price,JYOTHYLAB_price,KEC_price,KOTAKBANK_price,KPRMILL_price,LAOPALA_price,LT_price,LICHSGFIN_price,LINDEINDIA_price,MAHSCOOTER_price,M&MFIN_price,M&M_price,MAHLIFE_price,MANINFRA_price,MANAPPURAM_price,MRPL_price,MARICO_price,MARUTI_price,MFSL_price,MCLEODRUSS_price,UNOMINDA_price,MMTC_price,MOTILALOFS_price,MRF_price,NH_price,NAVA_price,NCC_price,NESTLEIND_price,NHPC_price,NTPC_price,OLECTRA_price,OMAXE_price,PAISALO_price,PATANJALI_price,PERSISTENT_price,PETRONET_price,PHOENIXLTD_price,POLYPLEX_price,PFC_price,POWERGRID_price,PRAJIND_price,PRESTIGE_price,PGHH_price,PSB_price,PNB_price,RADICO_price,RAJESHEXPO_price,RELCAPITAL_price,RCOM_price,RELINFRA_price,RPOWER_price,RELIGARE_price,RECLTD_price,SADBHAV_price,SANGHVIMOV_price,SHRIRAMFIN_price,SIEMENS_price,SJVN_price,SKFINDIA_price,SMLISUZU_price,SOBHA_price,SOMANYCERA_price,SOUTHBANK_price,SBIN_price,SSWL_price,SUNTECK_price,SUPRAJIT_price,SUZLON_price,TATACOFFEE_price,TATACOMM_price,TATAELXSI_price,TATACONSUM_price,TATAINVEST_price,TATAMOTORS_price,TATAPOWER_price,TTML_price,TECHM_price,TEXRAIL_price,FEDERALBNK_price,KTKBANK_price,KARURVYSYA_price,THERMAX_price
2016-05-04,13200.45,208.25,30.4,111.9,114.21,942.3,42.2,154.95,157.85,102.0,90.67,873.6,617.65,462.45,2460.3,392.85,222.46,695.42,189.35,1419.35,345.58,94.37,107.45,148.65,34.75,387.75,315.68,325.76,5513.3,101.33,1408.88,246.86,184.12,24.84,214.9,1055.75,81.0,41.32,56.95,203.85,174.98,79.55,279.95,459.65,441.44,250.17,1997.5,48.9,159.85,89.95,120.45,30.53,61.8,482.95,86.0,165.2,93.05,242.05,139.45,40.0,68.62,612.3,354.1,126.46,59.85,11.9,880.15,444.3,335.9,72.8,78.05,678.16,324.75,213.35,321.68,2.1,168.7,137.7,155.65,333.1,36.75,368.55,563.68,2894.45,18.0,201.5,17.67,184.64,853.4,9141.35,79.75,194.95,66.9,72.39,24.25,104.07,67.65,15.98,95.35,68.79,29.85,189.69,114.32,1042.0,21.12,208.43,235.2,63.7,7.1,4.5,132.17,63.46,451.16,66.5,81.15,41.0,66.65,1014.35,132.17,114.89,147.13,126.1,712.65,87.99,285.18,831.2,451.35,265.7,1263.3,3811.55,3811.55,132.93,24.83,38.8,69.55,250.5,3811.55,367.1,180.5,33.06,25.53,278.15,33715.05,20.5,79.33,75.9,5542.25,20.5,115.67,18.0,145.55,17.72,24.85,736.15,139.9,315.55,212.65,86.48,107.06,90.85,182.45,6397.65,35.05,81.25,88.25,571.4,319.97,55.0,516.8,49.7,277.1,64.13,253.9,286.5,1019.53,1136.85,27.65,1268.35,1014.8,291.25,415.55,16.07,179.95,40.89,102.6,143.2,13.45,89.9,425.85,923.43,116.95,498.85,381.8,70.4,6.6,466.95,91.8,48.85,79.49,79.34,732.35
2016-05-05,13131.25,198.0,30.0,114.8,114.32,930.95,42.15,155.4,156.0,102.8,89.5,867.05,607.6,461.05,2453.3,388.75,220.71,715.55,188.81,1409.65,326.48,94.11,109.4,148.7,34.74,390.13,312.93,319.41,5457.95,101.57,1410.73,237.85,184.46,25.23,216.25,1052.6,81.45,40.83,59.2,202.55,175.61,79.34,281.8,460.65,431.6,246.03,1991.25,49.2,160.25,88.95,124.45,30.53,62.2,489.1,86.7,164.35,92.58,239.3,141.8,40.3,68.58,609.1,350.4,127.63,59.5,11.95,843.6,442.54,322.6,71.75,77.3,673.42,313.25,209.3,322.73,2.05,165.05,138.6,161.3,336.45,36.45,366.45,566.15,2893.75,18.75,201.1,17.58,182.02,850.15,9177.15,81.5,195.14,66.2,68.55,24.05,104.37,71.4,16.23,91.65,68.36,29.7,196.32,112.43,1037.55,21.09,211.77,238.6,62.75,7.05,4.4,131.99,64.6,469.04,65.95,80.7,41.15,66.7,999.05,131.99,115.69,151.78,127.65,709.15,90.8,283.28,849.24,449.4,265.1,1216.35,3836.85,3836.85,132.78,25.0,39.7,67.45,246.6,3836.85,360.9,181.85,33.61,25.3,277.8,33835.9,20.85,79.23,76.4,5540.85,20.85,116.42,18.0,146.6,18.0,24.0,729.4,139.95,319.6,212.8,84.25,107.44,90.45,174.5,6391.8,35.1,81.45,89.3,568.05,321.44,54.05,520.0,49.3,276.05,62.94,252.1,288.2,1006.32,1173.95,27.65,1244.1,1038.9,301.0,419.1,16.07,180.35,41.0,102.75,143.05,13.45,89.95,424.15,918.65,116.35,495.0,391.15,70.3,6.85,479.35,91.94,48.95,79.49,79.31,744.1
2016-05-06,13202.8,194.55,30.0,113.45,113.19,941.15,40.45,158.8,151.7,104.15,88.83,889.05,609.1,461.45,2435.2,390.1,227.83,726.45,187.32,1434.6,325.95,95.13,108.95,150.6,34.61,389.78,313.07,323.64,5405.4,101.37,1408.65,235.95,183.88,25.32,226.0,1044.6,81.05,42.25,58.6,205.15,179.09,79.34,281.9,487.6,425.41,246.6,2000.2,49.85,153.2,90.8,125.6,30.55,63.45,522.53,86.83,166.4,92.3,245.95,144.9,40.3,71.97,610.45,342.05,126.78,61.3,12.35,807.85,441.25,318.0,72.5,77.05,672.9,307.15,209.9,323.65,1.9500000000000002,162.3,136.55,162.9,341.1,36.1,361.3,559.83,2890.3,18.6,198.95,17.4,186.72,853.4,9293.15,82.65,198.73,67.75,68.98,24.1,100.66,76.3,16.53,91.1,69.33,29.75,196.56,114.64,1042.2,20.92,211.8,244.9,65.9,6.95,4.4,132.01,64.58,479.94,64.15,81.1,41.05,67.75,1009.5,132.01,117.79,149.75,126.35,702.95,89.48,285.65,840.3,450.2,264.3,1231.6,3818.95,3818.95,133.15,24.93,39.25,67.55,245.2,3818.95,362.3,185.7,33.21,25.17,276.3,33742.05,21.2,78.85,76.55,5610.9,21.2,116.67,18.25,147.25,17.6,23.95,725.3,139.88,312.75,215.75,82.93,106.84,89.85,173.05,6243.6,35.55,80.7,87.15,566.1,322.61,54.1,520.5,49.65,275.1,62.12,254.0,285.55,1027.79,1177.1,27.7,1229.7,1058.35,295.15,418.45,16.29,184.35,41.18,102.65,149.05,13.04,89.85,423.45,917.85,118.1,494.2,398.7,72.2,6.8,473.05,91.8,48.2,84.3,78.97,739.25
2016-05-09,13226.6,196.75,30.15,115.1,114.17,948.0,41.1,157.25,154.0,104.8,90.37,906.6,625.3,477.1,2527.15,389.85,228.46,737.87,188.02,1430.3,327.88,95.52,109.0,155.15,34.92,395.33,312.33,330.58,5313.9,101.33,1406.88,235.99,188.74,25.31,231.55,1033.75,81.5,41.94,59.85,207.7,180.94,79.26,285.6,482.8,424.22,249.1,2018.65,49.8,160.1,91.55,128.1,30.53,64.45,542.7,87.03,171.15,93.33,243.8,147.0,42.3,72.37,611.0,351.65,131.76,63.1,12.5,863.5,449.59,320.65,75.45,76.4,676.51,311.95,209.65,324.95,2.0,158.25,138.75,163.15,340.2,35.95,360.7,570.7,2943.65,18.9,199.38,17.81,184.78,845.5,9239.0,84.2,204.82,69.3,68.52,25.0,103.65,80.0,15.23,92.8,69.9,30.25,193.09,114.91,1054.9,21.9,216.53,250.45,66.7,6.9,4.45,132.62,64.78,485.41,64.95,81.7,41.35,68.55,989.3,132.62,118.79,153.08,128.95,713.85,90.06,288.7,863.04,462.7,263.95,1246.5,3846.5,3846.5,137.31,26.17,40.7,68.05,247.3,3846.5,369.45,188.8,34.94,25.33,281.75,33687.1,21.1,79.1,78.25,5509.55,21.1,119.33,18.25,148.05,18.24,23.95,722.15,139.43,316.0,213.2,85.73,107.63,90.7,172.05,6334.85,37.25,82.75,92.95,571.15,344.17,55.7,543.2,51.15,278.0,63.68,261.85,289.95,1025.98,1176.85,27.95,1234.9,1063.75,296.75,418.1,16.34,188.7,41.35,107.68,149.5,13.45,91.3,428.25,930.33,118.75,495.5,403.35,73.45,6.75,478.6,94.16,49.3,86.01,79.5,753.25
2016-05-10,13241.95,194.55,30.05,116.8,113.12,954.25,41.1,152.35,155.0,105.25,91.43,898.35,618.3,487.95,2530.05,390.2,226.27,741.23,185.88,1488.1,325.98,95.55,107.95,157.4,35.44,393.0,309.12,332.43,5332.25,102.13,1410.45,235.42,188.16,25.1,233.8,1015.1,80.25,41.56,60.75,204.35,180.17,79.55,284.9,470.75,416.02,263.4,2023.95,49.0,166.2,91.65,127.75,30.68,64.35,556.13,90.78,173.55,94.73,244.35,148.05,42.7,73.41,610.25,345.75,132.51,64.95,12.35,850.8,461.12,320.75,73.5,76.75,689.87,309.75,215.8,322.7,2.0,162.1,138.9,162.65,345.65,35.55,359.4,572.45,2957.8,18.65,201.63,18.03,184.41,862.45,9194.3,82.9,205.0,69.15,68.1,24.9,104.0,82.7,15.58,93.6,68.95,30.15,193.41,114.37,1054.7,21.86,215.67,252.75,67.8,6.6,4.4,128.78,65.64,495.8,64.4,83.8,42.5,68.55,991.05,128.78,117.92,155.43,127.7,722.85,87.52,286.58,880.04,460.35,260.65,1300.7,3844.8,3844.8,140.59,27.17,41.35,68.85,250.1,3844.8,360.85,189.25,34.96,25.17,285.9,33333.4,21.2,78.9,78.75,5520.4,21.2,117.21,18.35,147.2,18.31,22.95,717.25,138.25,326.5,221.4,84.73,106.39,90.8,175.3,6370.65,38.65,82.55,91.7,565.25,344.5,55.6,548.35,50.95,274.25,62.7,270.6,289.35,1039.97,1170.3,28.0,1235.45,1036.25,297.0,427.25,16.25,189.5,41.13,105.88,151.45,13.64,90.75,437.15,935.03,118.2,493.85,388.95,72.45,6.7,482.7,94.21,49.15,84.75,79.53,760.05
2016-05-11,13247.35,193.0,30.1,114.65,110.63,952.85,39.45,153.5,154.5,104.2,91.1,907.85,626.65,498.2,2517.25,390.05,226.8,748.29,187.31,1478.6,330.58,95.22,115.05,156.85,35.07,390.3,306.52,323.46,5415.9,101.6,1423.73,233.79,182.08,25.34,229.9,1011.05,78.0,41.47,61.35,198.3,180.04,79.38,283.8,476.05,416.4,241.07,2092.85,47.15,178.05,91.7,125.85,30.55,63.55,556.58,92.13,178.7,95.35,241.65,147.85,41.85,72.56,615.8,343.3,132.79,65.3,11.95,844.7,465.19,320.85,72.55,77.05,697.84,307.7,219.45,320.85,2.0,159.95,141.5,173.1,340.15,35.7,354.38,569.4,2961.55,17.0,198.25,17.72,186.07,862.55,9148.55,81.45,203.59,67.75,66.92,24.55,103.65,82.25,15.98,90.05,68.28,29.65,191.54,113.38,1053.75,21.61,212.0,250.9,67.25,6.6,4.35,129.14,65.22,489.86,63.6,82.9,42.2,68.0,1000.2,129.14,116.59,159.48,128.45,731.55,87.91,288.63,885.17,452.1,263.45,1301.95,3890.05,3890.05,147.33,26.73,41.6,71.95,255.3,3890.05,362.8,188.9,35.08,24.9,279.0,32848.15,21.5,78.38,77.15,5601.65,21.5,117.92,18.0,146.55,17.74,23.9,724.35,138.53,316.9,224.5,81.68,106.09,95.1,172.2,6433.15,38.65,79.5,91.55,560.85,341.06,54.3,540.6,50.15,276.3,61.69,275.65,286.95,1060.55,1162.0,27.8,1237.75,1022.25,294.35,432.2,16.29,185.0,41.29,102.55,148.6,13.36,90.3,430.1,929.93,117.3,492.9,379.85,71.0,6.7,473.9,93.89,48.6,85.12,79.46,750.0
2016-05-12,13212.0,195.15,30.25,114.65,111.2,950.1,40.0,158.6,156.45,104.15,92.77,928.8,634.85,492.55,2549.05,392.7,226.27,767.02,189.31,1511.4,333.28,97.03,114.9,157.65,35.15,387.2,308.82,326.35,5445.9,101.3,1468.23,237.75,183.2,24.9,233.15,1023.1,78.95,41.71,63.6,199.85,178.76,79.46,283.85,474.15,428.32,246.07,2096.9,48.35,183.85,91.8,127.75,31.08,63.2,537.25,92.98,177.0,95.4,239.95,148.0,40.05,72.72,617.85,352.8,136.17,65.3,12.0,838.75,479.75,322.25,72.4,78.75,696.93,306.75,221.5,323.63,2.0,159.5,140.45,167.0,342.25,35.55,357.35,574.55,2951.0,16.9,198.1,17.81,184.42,853.0,9182.65,85.75,210.73,68.3,67.62,24.5,104.44,83.5,17.63,86.2,69.13,29.6,193.44,113.76,1066.1,21.97,212.13,248.85,67.3,6.55,4.3,128.27,65.14,483.96,64.0,83.75,41.85,67.8,993.85,128.27,117.8,160.05,130.55,726.75,90.52,287.3,877.4,469.2,265.7,1318.65,3854.2,3854.2,144.87,26.23,41.9,69.4,254.3,3854.2,369.95,190.0,35.67,25.5,281.2,33297.4,21.4,79.95,77.65,5710.3,21.4,117.87,18.0,146.75,18.0,23.85,736.65,141.83,323.45,234.65,82.38,107.93,96.25,171.9,6496.3,38.25,79.35,89.65,583.2,342.99,54.65,538.3,50.5,274.2,61.56,281.45,289.65,1095.03,1172.65,27.85,1217.0,1027.6,297.2,435.45,16.29,188.5,41.67,105.1,150.25,13.54,90.9,435.25,952.75,118.95,491.1,387.05,70.85,6.7,481.2,91.71,48.85,86.6,78.94,768.1
2016-05-13,13098.7,188.55,29.65,117.5,109.54,944.65,38.85,159.75,150.95,102.85,94.63,943.65,629.4,490.65,2517.7,404.65,226.22,762.62,186.73,1520.2,334.18,96.72,117.05,155.1,34.81,375.65,309.27,319.86,5399.6,101.37,1477.0,244.21,181.35,26.45,229.95,1013.65,78.35,42.23,62.0,198.7,179.77,79.96,281.45,473.95,429.47,240.77,2095.15,47.65,185.4,94.45,121.9,31.5,62.1,558.1,89.33,173.95,95.38,235.5,146.65,39.4,71.18,600.2,355.0,136.27,62.7,11.65,829.7,464.14,320.2,70.6,76.4,695.76,306.8,214.15,319.2,2.0,160.95,138.95,168.3,359.8,35.2,361.58,570.45,2912.6,16.6,197.95,17.14,184.95,831.8,9186.55,82.95,205.91,65.6,68.58,24.25,103.06,79.85,17.83,91.0,69.07,29.3,193.25,113.69,1065.2,21.51,212.9,245.95,66.5,6.45,4.25,126.87,66.58,472.97,62.35,82.9,42.9,67.65,995.7,126.87,118.18,160.35,130.7,708.25,90.71,283.45,857.67,458.7,263.45,1354.65,3846.25,3846.25,143.35,25.83,50.25,69.35,254.4,3846.25,373.75,186.8,35.86,25.07,277.85,32907.05,21.35,79.03,75.7,6121.65,21.35,117.5,18.0,146.5,17.66,23.4,736.6,139.28,321.95,238.7,87.25,108.56,96.05,173.3,6521.15,37.8,77.6,88.45,573.05,331.86,51.7,510.8,49.25,277.6,61.65,275.55,288.55,1046.47,1155.8,27.9,1218.45,1013.05,295.7,423.7,16.88,184.85,41.51,102.08,151.15,13.45,91.35,438.95,952.08,119.55,490.2,389.95,70.35,6.55,479.8,89.85,49.95,86.53,79.47,757.4
2016-05-16,13126.85,185.8,29.45,115.55,110.33,943.0,39.4,157.15,149.9,103.5,93.43,952.65,618.5,486.45,2512.1,400.1,224.22,777.11,185.79,1538.25,333.83,96.88,118.8,142.3,34.39,376.88,307.57,318.55,5407.0,101.3,1467.78,243.3,173.47,26.14,226.0,1010.4,76.25,41.6,61.45,197.95,180.18,79.55,282.85,473.6,438.42,238.0,2091.1,46.9,179.25,93.4,124.35,30.92,62.4,559.68,88.43,173.85,94.83,238.2,147.5,38.95,70.75,611.75,351.0,141.9,62.85,11.65,831.65,464.04,323.7,71.05,75.1,698.34,306.4,210.25,311.0,2.0,162.85,139.5,170.9,357.6,34.7,359.48,581.4,2900.6,16.55,196.33,17.14,185.78,846.25,9193.15,85.8,203.41,63.8,67.71,24.25,103.63,84.85,18.93,90.65,68.25,29.25,184.91,114.87,1080.8,21.87,219.6,241.3,65.8,6.45,4.2,129.56,68.06,471.89,61.35,84.0,44.65,70.2,995.4,129.56,118.35,163.35,131.55,718.25,93.64,279.08,855.5,463.0,262.6,1347.55,3881.6,3881.6,140.73,26.4,47.75,68.1,251.6,3881.6,383.0,187.65,36.01,25.1,286.95,33031.0,21.4,78.05,75.3,6284.45,21.4,116.75,18.3,148.05,18.32,23.25,717.1,138.25,318.6,236.0,86.93,108.34,95.85,169.05,6422.1,37.95,74.95,87.6,560.0,339.97,51.0,512.95,48.95,277.55,60.88,270.3,290.1,1048.08,1150.9,28.0,1231.45,1015.0,302.9,429.45,16.88,176.8,41.22,106.55,149.9,13.73,91.9,435.0,949.9,120.65,489.35,392.7,70.25,6.65,486.95,92.25,50.85,86.41,78.88,750.75
2016-05-17,13059.1,183.25,29.25,112.8,111.16,951.15,39.8,153.55,149.55,102.9,92.57,969.65,618.65,503.35,2506.55,402.35,232.22,775.84,185.71,1515.0,334.55,97.05,115.95,141.9,34.32,375.3,315.1,316.52,5423.25,101.3,1502.83,243.69,176.15,25.63,231.8,1004.95,77.55,41.92,61.25,202.2,177.79,80.17,283.85,478.8,438.98,231.43,2079.85,49.65,178.4,93.25,124.1,31.34,61.6,555.65,91.35,178.9,94.3,238.1,148.2,37.6,71.98,617.7,353.5,143.31,63.1,11.75,897.35,459.74,329.8,72.75,74.45,700.78,307.05,209.35,312.73,1.9500000000000002,163.0,139.05,166.8,366.0,34.8,366.15,576.73,2932.45,16.65,196.85,17.05,187.24,834.05,9466.15,87.95,205.41,64.6,67.16,24.25,103.18,88.65,20.68,91.05,67.94,29.65,183.7,118.27,1084.45,21.64,220.33,240.6,66.95,6.5,4.2,129.0,68.12,471.0,60.2,85.75,45.0,71.0,998.3,129.0,117.11,159.63,133.1,708.9,93.98,272.9,860.74,462.1,263.1,1334.95,3950.7,3950.7,137.91,26.6,48.8,67.85,249.4,3950.7,379.35,190.2,36.2,25.03,294.25,32810.2,21.45,79.08,75.3,6219.6,21.45,114.17,18.0,149.85,17.71,23.25,721.75,139.55,313.25,234.25,85.2,108.68,95.75,168.05,6440.65,37.75,73.75,88.65,569.3,340.85,51.25,510.55,48.85,276.85,60.11,270.9,290.0,1074.64,1160.35,27.65,1239.15,1005.15,304.45,440.6,16.66,176.85,41.38,109.4,151.85,13.91,88.9,432.45,961.93,120.35,541.95,389.7,70.0,6.65,483.8,91.94,50.55,85.19,78.54,746.0
2016-05-18,13009.7,183.2,29.85,111.95,109.54,949.6,40.3,152.8,149.9,102.2,92.97,963.25,611.4,501.1,2461.7,397.7,229.49,774.26,185.91,1534.05,335.15,97.44,117.6,142.4,34.84,368.03,311.03,316.57,5436.95,101.37,1485.8,243.59,179.84,26.15,232.25,1004.65,76.8,42.57,60.55,204.05,176.71,81.32,283.95,479.05,436.74,230.17,2073.65,50.0,178.1,91.9,127.45,32.18,61.3,554.5,91.03,177.0,94.6,238.05,151.35,37.05,71.69,611.4,351.65,139.03,66.45,11.75,890.0,461.62,334.3,71.85,73.95,698.03,307.15,207.45,318.23,1.9500000000000002,162.75,137.35,169.0,364.1,35.0,371.13,570.33,2878.45,16.85,198.55,17.23,187.29,825.5,9338.15,91.45,205.86,65.55,66.74,24.15,102.81,92.95,21.88,91.2,67.77,30.05,185.86,115.99,1083.0,22.21,221.8,238.85,66.45,6.45,4.25,130.93,67.62,468.62,61.55,84.65,45.05,70.8,1003.35,130.93,116.66,159.68,132.7,708.9,94.17,273.28,873.24,461.5,262.2,1306.7,3914.9,3914.9,139.67,27.27,49.05,67.25,251.1,3914.9,379.9,189.5,36.46,24.9,299.85,32874.4,21.65,78.28,74.95,6200.15,21.65,113.42,18.35,152.0,18.29,23.25,734.4,137.4,306.85,233.8,87.48,107.29,94.95,175.95,6441.4,37.85,76.2,89.65,563.55,340.89,51.15,513.65,49.1,275.9,60.71,264.15,289.85,1110.82,1152.95,27.65,1239.6,1005.1,306.95,445.4,16.52,179.95,41.1,110.1,155.95,14.32,89.0,450.7,959.85,120.95,544.3,384.85,70.0,6.65,484.75,90.94,50.4,84.64,79.19,730.65
2016-05-19,12655.8,171.55,28.95,110.75,114.88,941.95,40.55,150.8,148.95,101.95,91.87,956.8,602.3,490.5,2435.45,389.75,224.36,773.82,185.35,1509.95,350.9,96.86,115.0,137.2,33.87,359.23,314.42,310.75,5451.3,102.63,1497.98,240.76,173.86,25.62,227.05,963.3,75.75,42.99,60.8,204.65,175.27,81.98,280.3,473.05,434.27,234.3,2064.25,48.65,177.95,90.1,124.05,33.82,61.05,552.23,90.38,172.6,93.65,235.15,150.1,38.4,69.83,610.1,348.8,136.31,65.0,11.45,881.95,454.67,333.0,70.2,73.1,695.84,306.4,203.5,323.13,1.85,159.1,135.9,171.05,356.5,34.15,365.05,569.65,2891.3,16.6,197.58,17.0,186.27,815.1,9167.45,92.0,205.05,64.35,64.96,23.6,99.6,93.4,20.53,90.05,68.66,29.15,182.69,115.04,1072.1,21.92,216.57,237.15,65.15,6.35,4.25,132.02,66.0,460.71,60.35,84.1,45.1,69.4,1000.0,132.02,114.61,155.18,131.15,706.05,91.65,270.13,844.07,454.7,262.5,1297.25,3926.6,3926.6,139.92,26.17,49.9,65.8,248.55,3926.6,377.4,185.05,36.28,25.0,297.3,32579.2,21.4,78.8,74.65,6092.0,21.4,112.79,18.2,151.55,17.5,23.05,722.05,133.68,305.45,233.0,84.6,108.3,93.15,177.05,6399.6,37.6,74.05,87.95,559.2,330.01,50.9,502.35,48.35,276.35,59.01,256.8,286.75,1076.64,1137.7,27.55,1226.15,975.65,305.5,438.95,16.34,172.7,40.96,108.68,163.4,13.86,88.1,444.1,937.53,119.95,525.2,386.9,68.4,6.6,484.0,90.71,49.65,83.01,79.23,728.7
2016-05-20,12716.3,177.95,28.5,111.1,118.42,947.75,39.7,152.3,146.35,99.45,92.27,956.0,602.05,490.6,2453.0,392.4,220.56,777.05,180.48,1481.8,336.33,95.73,110.85,135.05,33.34,359.3,306.83,308.19,5420.95,101.3,1465.35,237.14,178.53,25.45,228.25,946.2,76.6,43.24,61.3,204.75,176.25,80.99,279.0,474.9,427.65,227.4,2088.85,47.7,174.6,89.1,122.7,35.95,60.75,544.73,88.8,171.6,96.08,235.65,153.3,38.3,69.67,607.1,338.75,145.65,64.3,11.25,872.05,456.67,330.35,69.35,72.6,688.39,313.75,197.0,318.75,1.9,157.45,133.7,171.75,365.5,33.75,368.33,570.45,2896.7,16.2,195.75,16.73,184.93,812.4,9023.3,93.9,200.09,64.1,65.93,23.45,99.9,91.25,19.43,90.15,68.25,28.8,181.46,114.0,1070.45,21.63,220.23,234.75,63.9,6.25,4.2,130.5,65.14,455.56,59.95,81.9,45.05,68.0,1009.8,130.5,111.99,153.8,128.75,702.15,90.99,261.75,836.74,444.45,260.7,1265.45,3944.95,3944.95,138.19,24.4,48.65,64.7,243.15,3944.95,368.15,182.75,36.66,24.5,305.5,32005.8,21.65,78.63,73.95,6005.7,21.65,114.08,18.25,151.3,18.1,22.45,724.85,132.15,300.05,230.5,83.95,108.6,91.6,173.3,6411.95,37.6,73.35,87.1,551.85,327.61,50.05,504.95,48.1,276.5,58.22,260.85,284.05,1049.01,1134.4,27.55,1212.55,947.05,299.9,426.0,16.43,171.35,40.4,107.73,162.05,13.82,87.65,446.1,922.48,120.05,527.2,384.45,69.4,6.5,475.85,90.16,50.6,88.82,79.76,705.75
2016-05-23,12979.95,181.1,28.0,110.25,119.77,921.8,39.05,151.5,149.1,100.0,90.9,946.6,611.95,486.5,2421.8,390.25,230.41,765.37,180.62,1493.7,334.93,95.38,110.0,131.8,33.29,356.25,307.3,311.7,5372.15,99.93,1341.25,233.28,175.86,25.74,221.25,926.95,75.35,44.23,62.25,203.4,175.32,85.17,280.5,475.2,438.9,223.67,2085.85,51.75,169.1,88.45,121.25,34.82,59.7,534.23,88.13,167.05,97.53,235.25,153.1,39.45,69.52,610.45,334.75,153.77,62.75,10.95,871.4,453.82,320.65,67.4,74.1,689.11,309.0,201.25,318.85,1.85,159.95,132.95,169.6,366.3,32.75,366.78,568.38,2887.55,16.1,194.9,16.6,184.25,819.6,8840.7,93.95,201.0,64.45,66.56,23.25,99.36,90.55,19.03,90.4,67.4,28.35,179.91,113.58,1056.3,21.24,231.23,229.15,63.05,6.05,4.15,131.86,62.9,445.36,59.3,80.1,44.75,67.2,1018.85,131.86,111.2,149.18,127.25,703.15,90.21,259.35,827.47,435.2,261.15,1262.0,3913.85,3913.85,136.44,23.5,52.95,65.4,247.55,3913.85,372.55,179.65,38.33,24.23,308.8,31783.8,21.8,78.68,72.6,5966.55,21.8,113.08,17.55,150.6,18.08,21.9,728.3,129.8,300.0,230.05,83.88,111.11,85.9,169.95,6380.1,39.25,72.25,85.65,557.8,325.97,49.65,504.1,47.9,276.45,57.81,274.65,284.65,1090.63,1127.85,27.55,1190.35,922.9,296.95,474.5,16.34,168.4,40.34,106.88,162.15,13.64,87.05,449.65,917.45,120.4,525.3,381.75,70.65,6.45,476.45,90.07,49.55,89.56,81.1,705.25
