BALMLAWRIE,CCL,0.43997437577868875,5.620983727563587,8.489869717403062,0.3068080133351367,0.02428374443781251,0.5002064419986232,97.28011926895863,16
BALMLAWRIE,CHENNPETRO,0.16392206955718883,40.48064209158294,2.1331275969256414,0.23207235134111373,0.32182901970356015,0.5022919862746236,251.91987831914156,12
BALMLAWRIE,FSL,0.20231126082935394,27.520006051098793,5.153900490832987,1.5369304739011658,0.6145028715700268,0.5147403470912327,434.3501894313387,22
BALMLAWRIE,GHCL,0.25936489168157334,20.390439110268886,3.396662079493261,0.3992082387894207,0.009020253550993552,0.4769451650231876,58.28953879158236,32
BALMLAWRIE,GLOBUSSPR,0.09895564561495789,29.489743042132837,9.263328101700926,0.037183709622062744,0.6305354520647326,0.49349059336481893,441.3800139531578,11
BALMLAWRIE,SSWL,0.26596518481260223,45.98879807883592,6.129597567211296,1.0041658160028144,0.12076482622964896,0.45584045118426864,301.2763673843869,12
CCL,CHENNPETRO,-0.3849537839439859,131.6072310238519,-inf,0.5823215044761558,0.7830799662360486,0.5186932119572908,683.0162002434308,15
CCL,FSL,-0.2664528571008485,77.32489713460139,-2.850395747908174,5.115186054719993,0.5695750313340302,0.5102997306946233,392.8274658324708,22
CCL,GHCL,0.36867825205358956,20.075090485435727,15.131610106045112,1.1967827820284558,0.18906127706818987,0.4695898387149588,168.20805268163838,11
CCL,GLOBUSSPR,0.0647609877947304,495.4599048255905,-inf,0.11723425244705243,0.7327000529720666,0.4978551729436988,431.6480804008585,13
CCL,SSWL,0.5794229826919614,45.87469609599559,13.44280275596898,2.866100953817096,0.652069435777722,0.46446249273368556,440.5626041521828,10
CHENNPETRO,FSL,-0.07891114627026187,79.7982696844788,-6.571564324187255,1.670405823869687,0.9674791523470352,0.5152057248428352,558.9822871069869,18
CHENNPETRO,GHCL,0.2627300599184572,29.274497330475363,8.704329632086312,0.8106775311712574,0.6267169963841339,0.48289547844276326,498.12274946088843,10
CHENNPETRO,GLOBUSSPR,0.06456446118780185,69.78776107511149,-3.3796106005804183,0.06914942955748404,0.9541107991964052,0.49675472481973904,500.23163700148774,18
CHENNPETRO,SSWL,-0.21960165934703088,5.2912105520087325,17.29294519884564,2.2220049048533994,0.7266293150850496,0.460720615404635,578.3257668379835,4
FSL,GHCL,None,0.0,0.0,0.1557121907711261,0.8838012740462606,0.5054889703971132,351.9637409341639,20
FSL,GLOBUSSPR,-14.923766912967835,0.042021944216496195,-0.004062731250676542,0.14524856856451965,0.5611036223078841,0.465219668736865,297.6357847009399,17
FSL,SSWL,-8.337304830276059,0.0,0.009105729947934245,0.40756542268348944,0.8711047095456566,0.48120065120415245,222.11869051470592,21
GHCL,GLOBUSSPR,-0.3312406701964615,62.67613932445222,-4.8030775283588225,0.25875024575613687,0.8995771286569479,0.4905625473027661,423.0949472001787,14
GHCL,SSWL,0.769664668934435,16.75100876013626,13.447411734128318,2.4860886337899353,0.11718468462696402,0.4392862429423878,337.44381781330395,10
GLOBUSSPR,SSWL,-0.40142722614642407,237.01096392395775,-inf,0.32502867035773875,1.0,0.449634552885169,646.8641309677025,7
BEL,GEPIL,None,0.0,0.0,0.046386683543497495,0.5919439600694038,0.5144123329374803,487.56516325475326,10
BEL,GOKEX,None,0.0,0.0,0.13275907654229735,0.420697200861479,0.4878898103123555,102.138218105904,30
BEL,GOCLCORP,None,0.0,0.0,0.08549965827848599,0.1786702477268433,0.5099463751694113,433.55876400980674,12
BEL,PETRONET,None,0.0,0.0,0.12955737785157953,0.7327885097007552,0.5134735363470403,401.952218709969,13
GEPIL,GOKEX,0.3263502832646298,103.85490530396156,-inf,3.4204178932684552,0.3907474071199934,0.5024728722329284,76.24492359894842,29
GEPIL,GOCLCORP,0.38706317178053756,27.097610514308666,17.181101663978946,0.7693705977231302,0.38977648709281615,0.48176962842172283,311.41546018537827,12
GEPIL,PETRONET,0.4318860078922948,7.146991091570019,17.179959246388687,1.059317931656967,0.7253891807112454,0.4441922658746031,612.117806785168,2
GOKEX,GOCLCORP,0.5238934648712495,1.9633308639868705,14.717432585523364,0.057681737781873195,0.005542312459059146,0.4868412004801285,62.434317478950305,43
GOKEX,PETRONET,0.5715730385895949,0.0,18.521347116654354,0.0266114749090913,0.02701124991718831,0.48955849949906255,154.6688672595806,17
GOCLCORP,PETRONET,0.1789227362019644,68.1468190060208,1.16195668585815,1.397647763671337,0.8517249195251756,0.3929797073816351,340.85293284286826,7
GESHIP,GRINDWELL,0.4842325210989084,0.4359191912736779,20.737927715317568,0.0608459391687018,0.35599075187792883,0.39850935967017526,792.8676288543688,7
GESHIP,SOMANYCERA,1.1106203655172926,3.5970470682385987,19.331441187102712,0.17873027620359325,0.01921232818836708,0.40943071572603373,131.85331330124225,12
GRINDWELL,SOMANYCERA,0.2561205940540267,209.0936356622953,-inf,0.4295071895791818,0.9607793950128946,0.480868716079002,468.64139891331575,8
BAJAJELEC,GSPL,0.9367724265368544,3.0489894995063826,21.86456876122767,1.8355210172052734,0.2210291681295688,0.4158980012597209,311.59723203749957,9
BAJAJELEC,RADICO,0.7588442412587544,2.176279804202212,23.958453014045034,0.943989513083281,0.017969690149430662,0.4778531515790516,198.70505086203042,17
BAJAJELEC,TATAELXSI,0.4535703916486092,9.182182297486118,14.561925619086905,0.22816770016759375,0.35797214560279755,0.44514702733497513,191.79533785471648,19
GSPL,RADICO,0.21025384991314464,3.4422692469657488,3.950291757561237,0.33925990645561993,0.52044824780856,0.4107385131067098,234.4478700909576,13
